,Wind speed (knots)04h,Wind speed (knots)06h,Wind speed (knots)08h,Wind speed (knots)10h,Wind speed (knots)12h,Wind speed (knots)14h,Wind speed (knots)16h,Wind speed (knots)18h,Wind direction (°Deg)04h,Wind direction (°Deg)06h,Wind direction (°Deg)08h,Wind direction (°Deg)10h,Wind direction (°Deg)12h,Wind direction (°Deg)14h,Wind direction (°Deg)16h,Wind direction (°Deg)18h,Wind gusts (knots)04h,Wind gusts (knots)06h,Wind gusts (knots)08h,Wind gusts (knots)10h,Wind gusts (knots)12h,Wind gusts (knots)14h,Wind gusts (knots)16h,Wind gusts (knots)18h,Wave (m)04h,Wave (m)06h,Wave (m)08h,Wave (m)10h,Wave (m)12h,Wave (m)14h,Wave (m)16h,Wave (m)18h,Wave direction (°Deg)04h,Wave direction (°Deg)06h,Wave direction (°Deg)08h,Wave direction (°Deg)10h,Wave direction (°Deg)12h,Wave direction (°Deg)14h,Wave direction (°Deg)16h,Wave direction (°Deg)18h,Wave period (s)04h,Wave period (s)06h,Wave period (s)08h,Wave period (s)10h,Wave period (s)12h,Wave period (s)14h,Wave period (s)16h,Wave period (s)18h
01.07.2022,8.0,4.0,4.0,4.0,15.0,20.0,13.0,10.0,536.0,520.0,530.0,526.0,505.0,514.0,506.0,525.0,8.0,5.0,4.0,14.0,21.0,23.0,18.0,17.0,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,373.0,372.0,377.0,376.0,375.0,373.0,379.0,379.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0
02.07.2022,18.0,15.0,11.0,18.0,20.0,18.0,14.0,8.0,514.0,520.0,522.0,518.0,524.0,503.0,473.0,414.0,28.0,26.0,19.0,28.0,27.0,26.0,20.0,11.0,1.3,1.3,1.2,1.2,1.3,1.2,1.1,1.1,383.0,383.0,382.0,380.0,379.0,379.0,379.0,387.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0
03.07.2022,5.0,6.0,5.0,5.0,4.0,11.0,8.0,5.0,437.0,421.0,427.0,416.0,369.0,340.0,360.0,381.0,6.0,8.0,7.0,4.0,4.0,9.0,8.0,5.0,2.1,2.5,2.8,2.9,2.9,2.7,2.6,2.5,418.0,418.0,417.0,416.0,416.0,411.0,411.0,413.0,11.0,11.0,12.0,12.0,13.0,14.0,14.0,14.0
04.07.2022,3.0,4.0,3.0,2.0,5.0,8.0,11.0,12.0,500.0,522.0,535.0,203.0,281.0,325.0,306.0,278.0,3.0,3.0,3.0,2.0,5.0,7.0,11.0,14.0,2.5,2.4,2.3,2.3,2.3,2.3,2.3,2.3,408.0,406.0,402.0,398.0,393.0,389.0,385.0,384.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
05.07.2022,4.0,4.0,6.0,8.0,11.0,8.0,10.0,8.0,507.0,510.0,463.0,438.0,431.0,471.0,512.0,477.0,4.0,4.0,5.0,8.0,12.0,10.0,14.0,11.0,1.9,1.8,1.8,1.7,1.6,1.7,1.7,1.6,375.0,375.0,372.0,374.0,375.0,374.0,371.0,372.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0
06.07.2022,9.0,8.0,5.0,4.0,4.0,5.0,2.0,10.0,467.0,478.0,497.0,182.0,263.0,262.0,327.0,241.0,12.0,9.0,5.0,4.0,6.0,7.0,5.0,12.0,1.5,1.4,1.4,1.3,1.3,1.3,1.3,1.3,372.0,373.0,371.0,368.0,369.0,395.0,396.0,402.0,10.0,10.0,9.0,9.0,10.0,16.0,16.0,16.0
07.07.2022,7.0,7.0,8.0,6.0,5.0,5.0,9.0,5.0,484.0,466.0,484.0,448.0,428.0,344.0,328.0,311.0,6.0,6.0,8.0,7.0,6.0,3.0,8.0,6.0,1.2,1.2,1.2,1.1,1.1,1.2,1.4,1.7,403.0,404.0,406.0,406.0,406.0,405.0,408.0,408.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
08.07.2022,4.0,4.0,5.0,3.0,1.0,8.0,8.0,6.0,514.0,488.0,486.0,488.0,268.0,304.0,296.0,286.0,4.0,4.0,5.0,3.0,2.0,7.0,9.0,6.0,2.4,2.5,2.5,2.6,2.6,2.6,2.7,2.7,403.0,406.0,406.0,404.0,405.0,399.0,398.0,398.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0
09.07.2022,10.0,13.0,14.0,14.0,19.0,21.0,12.0,11.0,532.0,521.0,513.0,516.0,521.0,527.0,519.0,530.0,13.0,19.0,23.0,24.0,25.0,29.0,18.0,18.0,2.7,2.6,2.6,2.6,2.5,2.5,2.5,2.3,399.0,399.0,399.0,398.0,399.0,399.0,401.0,401.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0
10.07.2022,8.0,8.0,7.0,7.0,9.0,6.0,8.0,9.0,471.0,485.0,495.0,430.0,428.0,479.0,193.0,465.0,14.0,10.0,9.0,10.0,10.0,12.0,12.0,13.0,2.6,2.6,2.7,2.7,2.7,2.5,2.4,2.3,401.0,400.0,400.0,399.0,399.0,399.0,398.0,401.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
11.07.2022,18.0,14.0,9.0,8.0,7.0,9.0,9.0,7.0,447.0,463.0,479.0,457.0,445.0,390.0,381.0,420.0,24.0,22.0,14.0,10.0,9.0,8.0,8.0,8.0,3.1,3.0,2.7,2.6,2.4,2.2,2.0,1.9,394.0,389.0,382.0,380.0,378.0,377.0,378.0,391.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,11.0
12.07.2022,7.0,7.0,7.0,4.0,2.0,9.0,9.0,11.0,491.0,504.0,505.0,488.0,326.0,313.0,326.0,300.0,8.0,7.0,7.0,5.0,2.0,7.0,9.0,11.0,2.9,3.2,3.4,3.5,3.5,3.4,3.4,3.4,405.0,411.0,410.0,399.0,400.0,401.0,402.0,402.0,10.0,11.0,11.0,14.0,14.0,14.0,14.0,14.0
13.07.2022,6.0,6.0,6.0,8.0,11.0,12.0,14.0,8.0,488.0,465.0,488.0,442.0,420.0,397.0,408.0,436.0,6.0,6.0,6.0,11.0,11.0,10.0,13.0,11.0,3.1,3.1,2.9,2.9,2.8,2.8,3.0,3.4,402.0,402.0,394.0,397.0,397.0,396.0,396.0,395.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,15.0
14.07.2022,9.0,18.0,20.0,21.0,16.0,18.0,18.0,13.0,477.0,451.0,447.0,440.0,444.0,442.0,439.0,448.0,20.0,31.0,30.0,29.0,22.0,24.0,24.0,20.0,4.8,5.1,5.2,5.1,5.1,5.0,5.0,4.9,392.0,392.0,396.0,392.0,390.0,388.0,387.0,387.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
15.07.2022,7.0,6.0,6.0,4.0,7.0,10.0,13.0,14.0,502.0,509.0,519.0,537.0,282.0,318.0,312.0,269.0,7.0,6.0,5.0,4.0,7.0,8.0,12.0,14.0,4.3,4.2,4.0,3.9,3.8,3.6,3.5,3.4,384.0,384.0,387.0,388.0,388.0,388.0,388.0,388.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0
16.07.2022,4.0,5.0,5.0,4.0,7.0,11.0,4.0,4.0,533.0,532.0,533.0,535.0,523.0,502.0,500.0,210.0,4.0,5.0,5.0,6.0,13.0,13.0,8.0,4.0,2.6,2.5,2.4,2.3,2.2,2.1,2.1,2.1,389.0,390.0,390.0,390.0,391.0,392.0,391.0,389.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
17.07.2022,9.0,11.0,12.0,17.0,20.0,19.0,15.0,10.0,511.0,521.0,524.0,515.0,509.0,496.0,502.0,531.0,10.0,15.0,19.0,27.0,26.0,23.0,21.0,15.0,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.6,389.0,390.0,391.0,392.0,389.0,390.0,391.0,392.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
18.07.2022,7.0,2.0,2.0,2.0,5.0,7.0,10.0,6.0,417.0,447.0,521.0,275.0,488.0,381.0,338.0,371.0,9.0,2.0,2.0,6.0,14.0,14.0,11.0,6.0,1.6,1.6,1.6,1.7,1.8,2.0,2.1,2.2,402.0,406.0,399.0,397.0,402.0,402.0,401.0,400.0,12.0,12.0,15.0,15.0,15.0,15.0,14.0,14.0
19.07.2022,4.0,4.0,5.0,3.0,3.0,10.0,17.0,22.0,498.0,474.0,485.0,445.0,387.0,377.0,407.0,378.0,3.0,4.0,5.0,4.0,4.0,10.0,18.0,22.0,2.1,2.0,1.9,1.9,1.8,1.8,1.9,2.1,405.0,406.0,406.0,406.0,409.0,409.0,408.0,407.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
20.07.2022,9.0,9.0,7.0,6.0,2.0,1.0,2.0,3.0,423.0,450.0,479.0,463.0,480.0,361.0,295.0,355.0,12.0,14.0,9.0,7.0,2.0,1.0,1.0,3.0,2.2,2.1,2.0,2.0,1.9,1.9,1.9,1.9,401.0,400.0,400.0,398.0,398.0,399.0,399.0,398.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
21.07.2022,8.0,9.0,9.0,10.0,8.0,5.0,9.0,5.0,466.0,473.0,488.0,467.0,434.0,420.0,360.0,352.0,9.0,10.0,11.0,11.0,8.0,6.0,6.0,5.0,2.2,2.2,2.2,2.2,2.1,2.0,2.0,1.9,388.0,386.0,389.0,387.0,387.0,390.0,388.0,387.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0
22.07.2022,5.0,5.0,7.0,7.0,8.0,6.0,11.0,5.0,534.0,515.0,519.0,500.0,485.0,426.0,392.0,418.0,5.0,5.0,7.0,9.0,13.0,14.0,13.0,8.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,387.0,385.0,392.0,391.0,389.0,391.0,389.0,387.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
23.07.2022,8.0,8.0,15.0,18.0,21.0,19.0,17.0,17.0,477.0,483.0,436.0,431.0,427.0,429.0,437.0,437.0,8.0,11.0,20.0,21.0,25.0,24.0,23.0,23.0,2.2,2.4,2.8,2.9,3.0,2.9,2.8,3.0,398.0,404.0,408.0,410.0,410.0,411.0,411.0,410.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0
24.07.2022,15.0,10.0,9.0,7.0,11.0,9.0,7.0,6.0,435.0,422.0,427.0,446.0,374.0,386.0,398.0,433.0,22.0,18.0,16.0,12.0,12.0,10.0,8.0,7.0,3.1,3.1,3.0,2.9,2.8,2.7,2.6,2.5,408.0,407.0,408.0,407.0,407.0,407.0,406.0,406.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0
25.07.2022,3.0,4.0,8.0,9.0,12.0,14.0,17.0,18.0,529.0,226.0,213.0,232.0,254.0,263.0,266.0,257.0,3.0,7.0,10.0,11.0,12.0,14.0,16.0,21.0,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.8,401.0,401.0,400.0,400.0,400.0,400.0,402.0,402.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
26.07.2022,6.0,5.0,6.0,5.0,4.0,1.0,1.0,3.0,213.0,525.0,189.0,190.0,246.0,239.0,185.0,314.0,6.0,5.0,5.0,6.0,7.0,9.0,7.0,3.0,2.0,1.9,1.9,1.9,1.9,1.9,2.0,2.0,389.0,389.0,388.0,388.0,389.0,391.0,391.0,392.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0
27.07.2022,19.0,16.0,14.0,16.0,14.0,13.0,10.0,7.0,438.0,439.0,445.0,429.0,432.0,425.0,414.0,407.0,25.0,23.0,20.0,18.0,15.0,13.0,10.0,7.0,2.2,2.3,2.3,2.3,2.2,2.1,2.1,2.0,396.0,395.0,397.0,397.0,397.0,394.0,390.0,391.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0
28.07.2022,7.0,9.0,12.0,13.0,7.0,6.0,6.0,9.0,201.0,232.0,243.0,237.0,246.0,254.0,270.0,279.0,13.0,20.0,21.0,15.0,10.0,10.0,8.0,8.0,1.8,1.9,1.9,2.1,2.2,2.2,2.2,2.3,392.0,392.0,392.0,393.0,395.0,396.0,397.0,385.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
29.07.2022,10.0,10.0,10.0,8.0,7.0,11.0,5.0,22.0,479.0,450.0,462.0,445.0,481.0,396.0,402.0,421.0,12.0,15.0,17.0,10.0,12.0,14.0,7.0,24.0,1.9,1.8,1.8,1.7,1.7,1.8,2.0,2.3,400.0,401.0,402.0,403.0,404.0,395.0,399.0,402.0,13.0,13.0,13.0,13.0,12.0,16.0,16.0,14.0
30.07.2022,10.0,10.0,11.0,11.0,11.0,19.0,19.0,15.0,447.0,453.0,451.0,450.0,447.0,425.0,426.0,430.0,14.0,14.0,14.0,13.0,13.0,19.0,20.0,20.0,3.2,3.2,3.2,3.1,3.0,3.0,2.9,2.9,410.0,410.0,410.0,410.0,410.0,409.0,407.0,407.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
31.07.2022,14.0,17.0,14.0,16.0,19.0,18.0,17.0,12.0,459.0,449.0,456.0,453.0,435.0,430.0,430.0,449.0,22.0,23.0,21.0,18.0,19.0,18.0,17.0,18.0,3.1,3.1,3.0,2.8,2.7,2.8,2.8,2.7,394.0,389.0,386.0,391.0,388.0,386.0,384.0,384.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0
01.08.2022,8.0,7.0,6.0,5.0,3.0,7.0,8.0,9.0,488.0,495.0,503.0,521.0,296.0,313.0,311.0,292.0,8.0,6.0,5.0,4.0,3.0,5.0,9.0,9.0,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.2,388.0,386.0,386.0,385.0,384.0,385.0,385.0,385.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
02.08.2022,5.0,4.0,5.0,3.0,3.0,6.0,6.0,7.0,518.0,185.0,537.0,538.0,289.0,299.0,300.0,282.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,385.0,383.0,382.0,381.0,381.0,381.0,382.0,384.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0
03.08.2022,5.0,4.0,3.0,4.0,8.0,11.0,4.0,5.0,436.0,464.0,492.0,197.0,514.0,373.0,377.0,406.0,5.0,4.0,3.0,6.0,12.0,10.0,7.0,6.0,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.2,383.0,381.0,386.0,386.0,386.0,392.0,393.0,393.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0
04.08.2022,9.0,9.0,9.0,9.0,8.0,6.0,9.0,7.0,444.0,443.0,437.0,431.0,420.0,414.0,372.0,392.0,12.0,12.0,12.0,10.0,8.0,7.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.1,2.3,2.4,396.0,395.0,396.0,395.0,395.0,395.0,395.0,393.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
05.08.2022,5.0,2.0,4.0,2.0,2.0,14.0,15.0,12.0,524.0,518.0,498.0,472.0,349.0,382.0,405.0,425.0,4.0,1.0,4.0,2.0,4.0,13.0,16.0,16.0,2.2,2.1,1.9,1.8,1.8,1.7,1.7,1.9,397.0,397.0,400.0,400.0,401.0,401.0,401.0,401.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
06.08.2022,8.0,7.0,8.0,9.0,12.0,13.0,10.0,13.0,485.0,480.0,489.0,444.0,408.0,399.0,340.0,321.0,9.0,8.0,8.0,11.0,11.0,12.0,10.0,14.0,2.6,2.8,3.0,3.1,3.1,2.9,2.8,2.8,400.0,390.0,389.0,389.0,392.0,393.0,394.0,394.0,11.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
07.08.2022,19.0,21.0,22.0,23.0,22.0,20.0,20.0,17.0,260.0,258.0,258.0,258.0,256.0,255.0,273.0,273.0,24.0,26.0,28.0,29.0,28.0,22.0,23.0,23.0,2.8,2.8,2.9,3.0,3.1,3.1,3.3,3.3,390.0,390.0,390.0,389.0,284.0,282.0,281.0,279.0,12.0,12.0,12.0,12.0,7.0,8.0,8.0,8.0
08.08.2022,8.0,8.0,5.0,9.0,7.0,7.0,9.0,7.0,448.0,331.0,387.0,294.0,295.0,293.0,293.0,252.0,12.0,16.0,9.0,10.0,8.0,10.0,10.0,9.0,3.0,2.9,2.8,2.7,2.7,2.5,2.3,2.2,289.0,289.0,291.0,299.0,300.0,304.0,307.0,349.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0
09.08.2022,6.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,192.0,529.0,540.0,525.0,520.0,526.0,285.0,263.0,7.0,6.0,7.0,9.0,10.0,9.0,8.0,5.0,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,376.0,378.0,377.0,377.0,380.0,380.0,381.0,382.0,17.0,16.0,16.0,15.0,15.0,14.0,14.0,14.0
10.08.2022,13.0,13.0,10.0,11.0,14.0,12.0,11.0,7.0,436.0,446.0,456.0,443.0,421.0,394.0,386.0,429.0,19.0,20.0,18.0,14.0,16.0,12.0,13.0,8.0,1.7,1.8,1.8,1.8,1.7,1.7,1.9,2.1,386.0,387.0,383.0,382.0,383.0,395.0,394.0,399.0,13.0,12.0,12.0,12.0,12.0,18.0,18.0,17.0
11.08.2022,3.0,3.0,4.0,3.0,3.0,6.0,11.0,8.0,468.0,491.0,507.0,530.0,273.0,314.0,306.0,309.0,3.0,3.0,4.0,3.0,4.0,5.0,10.0,9.0,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,398.0,396.0,401.0,400.0,399.0,398.0,398.0,399.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0
12.08.2022,7.0,7.0,8.0,14.0,22.0,23.0,23.0,14.0,451.0,469.0,475.0,442.0,434.0,423.0,427.0,430.0,11.0,9.0,12.0,19.0,23.0,23.0,27.0,18.0,2.3,2.4,2.5,2.7,3.2,3.6,3.7,3.6,399.0,402.0,402.0,400.0,399.0,384.0,384.0,388.0,13.0,13.0,13.0,13.0,13.0,17.0,16.0,16.0
13.08.2022,8.0,7.0,6.0,4.0,4.0,3.0,3.0,5.0,462.0,468.0,523.0,506.0,473.0,490.0,537.0,214.0,12.0,9.0,6.0,4.0,4.0,2.0,3.0,5.0,3.6,3.5,3.4,3.4,3.3,3.3,3.3,3.2,388.0,389.0,391.0,391.0,392.0,391.0,392.0,393.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0
14.08.2022,13.0,13.0,10.0,21.0,30.0,32.0,31.0,27.0,459.0,465.0,498.0,455.0,440.0,436.0,428.0,427.0,24.0,20.0,14.0,33.0,38.0,41.0,38.0,36.0,2.9,3.1,3.1,3.6,4.6,5.3,5.7,5.8,394.0,395.0,394.0,396.0,417.0,415.0,410.0,406.0,14.0,14.0,14.0,14.0,10.0,12.0,12.0,12.0
15.08.2022,11.0,8.0,11.0,11.0,2.0,8.0,11.0,13.0,408.0,458.0,482.0,463.0,405.0,327.0,291.0,274.0,17.0,12.0,15.0,10.0,2.0,6.0,10.0,14.0,4.9,4.5,4.1,3.8,3.5,3.2,3.0,2.8,385.0,382.0,379.0,376.0,375.0,376.0,370.0,370.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0
16.08.2022,6.0,7.0,7.0,8.0,10.0,10.0,12.0,4.0,533.0,520.0,519.0,513.0,486.0,469.0,376.0,431.0,7.0,7.0,9.0,14.0,13.0,13.0,13.0,8.0,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,383.0,381.0,380.0,372.0,367.0,367.0,365.0,364.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0
17.08.2022,6.0,5.0,5.0,4.0,5.0,12.0,10.0,0.0,487.0,496.0,510.0,493.0,386.0,347.0,382.0,352.2,6.0,4.0,5.0,6.0,8.0,11.0,12.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.8,1.9,362.0,361.0,361.0,361.0,362.0,364.0,364.0,380.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
18.08.2022,15.0,14.0,18.0,22.0,21.0,21.0,20.0,11.0,450.0,459.0,453.0,446.0,433.0,442.0,441.0,375.0,23.0,22.0,26.0,23.0,20.0,23.0,26.0,14.0,3.0,2.9,3.0,2.9,2.9,3.0,2.7,2.6,415.0,419.0,428.0,430.0,430.0,433.0,413.0,410.0,10.0,10.0,9.0,9.0,8.0,8.0,12.0,12.0
19.08.2022,7.0,8.0,14.0,20.0,21.0,24.0,23.0,21.0,459.0,468.0,443.0,436.0,437.0,426.0,431.0,434.0,11.0,14.0,22.0,24.0,22.0,23.0,26.0,27.0,2.6,2.5,2.4,2.6,2.7,3.0,3.0,3.0,376.0,368.0,367.0,367.0,367.0,377.0,397.0,404.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0
20.08.2022,34.0,33.0,29.0,28.0,28.0,27.0,23.0,18.0,434.0,433.0,425.0,413.0,418.0,410.0,414.0,429.0,52.0,45.0,37.0,36.0,33.0,33.0,28.0,24.0,5.7,6.4,6.7,6.8,6.7,6.5,6.2,5.8,409.0,402.0,395.0,392.0,387.0,387.0,387.0,388.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0
21.08.2022,8.0,8.0,7.0,6.0,2.0,9.0,8.0,9.0,478.0,488.0,485.0,475.0,197.0,340.0,375.0,418.0,10.0,8.0,8.0,8.0,4.0,6.0,8.0,10.0,4.3,4.1,3.9,3.7,3.5,3.4,3.3,3.2,392.0,392.0,392.0,392.0,392.0,391.0,391.0,391.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0
22.08.2022,6.0,7.0,8.0,7.0,9.0,11.0,11.0,6.0,475.0,474.0,504.0,452.0,403.0,397.0,387.0,376.0,6.0,9.0,9.0,9.0,8.0,10.0,10.0,6.0,3.3,3.4,3.5,3.7,3.8,3.9,4.1,4.2,390.0,390.0,390.0,389.0,389.0,389.0,387.0,383.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0
23.08.2022,8.0,9.0,7.0,5.0,6.0,4.0,2.0,7.0,227.0,235.0,222.0,219.0,278.0,287.0,324.0,257.0,14.0,16.0,9.0,6.0,7.0,6.0,5.0,7.0,4.8,4.7,4.6,4.4,4.2,4.0,3.8,3.6,382.0,382.0,383.0,383.0,384.0,386.0,387.0,387.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0
24.08.2022,10.0,9.0,13.0,13.0,21.0,21.0,17.0,7.0,521.0,523.0,512.0,520.0,510.0,495.0,519.0,520.0,10.0,12.0,17.0,22.0,27.0,26.0,24.0,7.0,2.7,2.5,2.4,2.3,2.2,2.1,2.0,1.9,393.0,393.0,394.0,393.0,397.0,399.0,398.0,398.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0
25.08.2022,10.0,19.0,21.0,13.0,19.0,27.0,27.0,23.0,519.0,509.0,418.0,419.0,416.0,425.0,424.0,428.0,23.0,30.0,27.0,14.0,19.0,28.0,33.0,31.0,1.6,1.6,1.7,2.0,2.2,2.9,3.8,4.5,403.0,402.0,401.0,400.0,400.0,417.0,418.0,416.0,13.0,13.0,13.0,13.0,13.0,8.0,9.0,11.0
26.08.2022,7.0,6.0,4.0,1.0,9.0,10.0,9.0,5.0,498.0,498.0,477.0,368.2,331.0,332.0,341.0,347.0,8.0,6.0,4.0,2.0,6.0,8.0,8.0,6.0,3.1,3.0,2.9,2.8,2.7,2.5,2.4,2.3,414.0,411.0,409.0,408.0,408.0,408.0,407.0,407.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
27.08.2022,11.0,8.0,6.0,13.0,16.0,21.0,18.0,13.0,444.0,479.0,487.0,435.0,419.0,423.0,422.0,427.0,15.0,11.0,9.0,17.0,18.0,20.0,19.0,18.0,2.3,2.3,2.4,2.7,3.0,3.4,3.6,3.6,405.0,404.0,405.0,406.0,397.0,401.0,401.0,401.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0
28.08.2022,6.0,5.0,4.0,3.0,8.0,11.0,11.0,11.0,499.0,518.0,516.0,238.0,331.0,334.0,372.0,420.0,5.0,4.0,4.0,4.0,5.0,9.0,11.0,13.0,3.0,2.8,2.6,2.5,2.5,2.3,2.3,2.3,398.0,398.0,401.0,400.0,399.0,400.0,399.0,398.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
29.08.2022,16.0,17.0,16.0,22.0,13.0,21.0,20.0,20.0,456.0,456.0,466.0,442.0,405.0,384.0,398.0,388.0,23.0,22.0,24.0,25.0,17.0,24.0,23.0,23.0,2.5,2.6,2.7,2.9,3.0,3.2,3.4,3.6,396.0,396.0,397.0,416.0,405.0,393.0,389.0,389.0,12.0,12.0,12.0,8.0,8.0,9.0,10.0,10.0
30.08.2022,13.0,11.0,7.0,7.0,9.0,10.0,11.0,11.0,367.0,383.0,381.0,366.0,360.0,351.0,336.0,325.0,14.0,12.0,8.0,9.0,11.0,11.0,10.0,12.0,3.3,3.3,3.2,3.2,3.1,3.0,2.9,2.9,388.0,386.0,385.0,384.0,383.0,382.0,381.0,380.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
31.08.2022,5.0,5.0,6.0,13.0,15.0,17.0,19.0,18.0,538.0,185.0,189.0,245.0,258.0,277.0,265.0,257.0,5.0,6.0,8.0,15.0,17.0,17.0,19.0,22.0,2.9,3.0,3.1,3.1,3.0,3.0,2.9,2.9,368.0,367.0,341.0,338.0,337.0,343.0,345.0,347.0,11.0,11.0,14.0,14.0,14.0,13.0,13.0,12.0
01.09.2022,7.0,6.0,5.0,6.0,8.0,14.0,12.0,7.0,215.0,205.0,185.0,206.0,513.0,503.0,529.0,208.0,7.0,6.0,5.0,9.0,14.0,18.0,19.0,9.0,2.8,2.7,2.5,2.4,2.2,2.1,2.0,1.9,346.0,342.0,342.0,342.0,342.0,333.0,333.0,333.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0
02.09.2022,15.0,14.0,12.0,11.0,12.0,13.0,12.0,13.0,426.0,420.0,420.0,404.0,382.0,377.0,392.0,405.0,19.0,17.0,12.0,10.0,10.0,12.0,11.0,15.0,2.1,2.0,1.8,1.8,1.8,1.9,2.1,2.2,384.0,379.0,371.0,367.0,369.0,372.0,354.0,360.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
03.09.2022,5.0,4.0,5.0,3.0,7.0,12.0,12.0,9.0,499.0,497.0,520.0,206.0,303.0,328.0,304.0,294.0,5.0,3.0,4.0,2.0,5.0,10.0,12.0,11.0,2.0,2.1,2.2,2.4,2.4,2.4,2.4,2.4,368.0,372.0,390.0,398.0,401.0,404.0,404.0,407.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
04.09.2022,5.0,4.0,4.0,3.0,8.0,8.0,7.0,4.0,188.0,525.0,484.0,420.0,344.0,357.0,368.0,353.0,6.0,4.0,5.0,5.0,7.0,15.0,10.0,5.0,2.1,2.1,2.0,2.0,2.0,1.9,2.0,2.0,405.0,406.0,407.0,406.0,407.0,408.0,407.0,407.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
05.09.2022,13.0,20.0,11.0,17.0,27.0,26.0,26.0,23.0,431.0,437.0,467.0,449.0,429.0,433.0,436.0,445.0,16.0,22.0,18.0,28.0,29.0,28.0,30.0,35.0,3.3,4.0,4.3,4.2,4.6,5.0,5.3,5.6,407.0,411.0,414.0,415.0,412.0,414.0,415.0,415.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0
