,Wind speed (knots)04h,Wind speed (knots)06h,Wind speed (knots)08h,Wind speed (knots)10h,Wind speed (knots)12h,Wind speed (knots)14h,Wind speed (knots)16h,Wind speed (knots)18h,Wind direction (°Deg)04h,Wind direction (°Deg)06h,Wind direction (°Deg)08h,Wind direction (°Deg)10h,Wind direction (°Deg)12h,Wind direction (°Deg)14h,Wind direction (°Deg)16h,Wind direction (°Deg)18h,Wind gusts (knots)04h,Wind gusts (knots)06h,Wind gusts (knots)08h,Wind gusts (knots)10h,Wind gusts (knots)12h,Wind gusts (knots)14h,Wind gusts (knots)16h,Wind gusts (knots)18h,Wave (m)04h,Wave (m)06h,Wave (m)08h,Wave (m)10h,Wave (m)12h,Wave (m)14h,Wave (m)16h,Wave (m)18h,Wave direction (°Deg)04h,Wave direction (°Deg)06h,Wave direction (°Deg)08h,Wave direction (°Deg)10h,Wave direction (°Deg)12h,Wave direction (°Deg)14h,Wave direction (°Deg)16h,Wave direction (°Deg)18h,Wave period (s)04h,Wave period (s)06h,Wave period (s)08h,Wave period (s)10h,Wave period (s)12h,Wave period (s)14h,Wave period (s)16h,Wave period (s)18h
12.12.2021,3.0,1.0,2.0,9.0,15.0,18.0,15.0,12.0,378.0,247.0,275.0,302.0,320.0,316.0,308.0,290.0,3.0,2.0,2.0,8.0,14.0,17.0,17.0,15.0,1.6,1.7,1.8,1.9,1.9,2.0,2.1,2.3,400.0,404.0,407.0,408.0,408.0,408.0,404.0,404.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,12.0
13.12.2021,9.0,6.0,6.0,7.0,10.0,20.0,11.0,10.0,291.0,303.0,312.0,304.0,320.0,312.0,296.0,361.0,11.0,7.0,8.0,7.0,10.0,22.0,13.0,10.0,2.8,2.7,2.6,2.5,2.4,2.4,2.4,2.3,405.0,406.0,406.0,406.0,406.0,405.0,408.0,408.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
14.12.2021,8.0,7.0,5.0,7.0,9.0,12.0,12.0,12.0,417.0,367.0,350.0,318.0,315.0,314.0,303.0,298.0,10.0,9.0,5.0,5.0,6.0,9.0,11.0,12.0,2.2,2.1,2.0,1.9,1.8,1.8,1.7,1.6,410.0,410.0,410.0,409.0,409.0,410.0,410.0,410.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0
15.12.2021,4.0,3.0,8.0,13.0,24.0,23.0,23.0,20.0,218.0,522.0,420.0,406.0,421.0,413.0,412.0,418.0,5.0,3.0,9.0,15.0,26.0,26.0,28.0,28.0,1.6,1.6,1.6,1.7,1.8,2.1,2.3,2.4,405.0,404.0,403.0,403.0,404.0,405.0,406.0,407.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
16.12.2021,15.0,14.0,17.0,19.0,17.0,15.0,17.0,16.0,393.0,413.0,425.0,403.0,355.0,344.0,338.0,335.0,19.0,18.0,20.0,20.0,19.0,15.0,15.0,16.0,2.6,2.6,2.6,2.6,2.6,2.8,3.0,3.0,400.0,400.0,400.0,401.0,402.0,402.0,398.0,396.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
17.12.2021,10.0,10.0,11.0,15.0,18.0,23.0,21.0,21.0,275.0,267.0,274.0,283.0,291.0,295.0,280.0,272.0,10.0,10.0,12.0,14.0,17.0,21.0,21.0,22.0,2.5,2.4,2.3,2.3,2.2,2.3,2.3,2.3,382.0,379.0,377.0,375.0,373.0,376.0,375.0,375.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
18.12.2021,18.0,16.0,15.0,15.0,20.0,25.0,23.0,24.0,246.0,240.0,250.0,266.0,286.0,282.0,276.0,263.0,26.0,25.0,18.0,15.0,17.0,23.0,25.0,31.0,2.2,2.2,2.2,2.2,2.2,2.4,2.6,2.8,345.0,338.0,328.0,324.0,299.0,294.0,296.0,290.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0
19.12.2021,10.0,7.0,6.0,10.0,16.0,18.0,22.0,21.0,260.0,252.0,265.0,304.0,310.0,302.0,289.0,277.0,12.0,8.0,6.0,8.0,14.0,17.0,22.0,26.0,2.1,2.1,2.0,1.9,2.0,2.0,2.2,2.3,294.0,295.0,295.0,296.0,296.0,295.0,290.0,288.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
20.12.2021,9.0,11.0,9.0,14.0,19.0,22.0,21.0,18.0,295.0,300.0,281.0,285.0,306.0,308.0,303.0,291.0,12.0,14.0,13.0,15.0,18.0,22.0,23.0,22.0,1.7,1.6,1.4,1.4,1.4,1.4,1.4,1.6,294.0,294.0,298.0,301.0,303.0,306.0,308.0,304.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
21.12.2021,12.0,11.0,12.0,12.0,17.0,24.0,19.0,15.0,256.0,243.0,258.0,280.0,297.0,296.0,290.0,277.0,19.0,17.0,16.0,12.0,14.0,22.0,20.0,19.0,2.0,2.0,1.9,1.9,2.0,2.1,2.2,2.2,286.0,286.0,287.0,287.0,290.0,290.0,289.0,287.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
22.12.2021,5.0,5.0,6.0,6.0,13.0,11.0,11.0,9.0,432.0,446.0,413.0,392.0,366.0,356.0,343.0,349.0,7.0,6.0,6.0,6.0,13.0,10.0,13.0,12.0,1.7,1.6,1.5,1.4,1.4,1.3,1.3,1.3,399.0,400.0,400.0,400.0,400.0,400.0,401.0,402.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
23.12.2021,9.0,13.0,17.0,18.0,18.0,16.0,15.0,11.0,307.0,303.0,305.0,302.0,298.0,300.0,288.0,275.0,10.0,15.0,18.0,19.0,19.0,17.0,16.0,14.0,1.7,1.9,2.1,2.3,2.3,2.3,2.2,2.1,341.0,342.0,344.0,346.0,344.0,342.0,340.0,340.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
24.12.2021,8.0,7.0,11.0,13.0,17.0,20.0,20.0,20.0,235.0,225.0,244.0,274.0,289.0,289.0,288.0,277.0,12.0,12.0,14.0,14.0,15.0,18.0,19.0,22.0,2.0,1.9,1.9,1.9,1.9,1.9,2.0,2.0,365.0,369.0,369.0,369.0,370.0,370.0,370.0,370.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
25.12.2021,6.0,6.0,9.0,14.0,18.0,21.0,22.0,17.0,237.0,247.0,268.0,300.0,307.0,305.0,299.0,291.0,10.0,12.0,13.0,14.0,17.0,20.0,23.0,19.0,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.7,367.0,366.0,365.0,365.0,364.0,365.0,365.0,365.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0
26.12.2021,3.0,2.0,4.0,8.0,8.0,10.0,11.0,5.0,192.0,225.0,308.0,321.0,323.0,365.0,361.0,379.0,3.0,2.0,3.0,6.0,6.0,10.0,12.0,6.0,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,358.0,357.0,347.0,343.0,341.0,340.0,338.0,336.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
27.12.2021,4.0,3.0,3.0,8.0,20.0,24.0,17.0,10.0,464.0,300.0,301.0,365.0,400.0,440.0,422.0,444.0,3.0,3.0,3.0,11.0,23.0,28.0,27.0,15.0,1.5,1.5,1.5,1.4,1.5,1.7,1.8,1.7,308.0,304.0,301.0,301.0,302.0,299.0,301.0,302.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0
28.12.2021,12.0,14.0,17.0,19.0,20.0,25.0,19.0,16.0,442.0,444.0,440.0,427.0,419.0,417.0,410.0,401.0,20.0,22.0,21.0,22.0,23.0,28.0,23.0,19.0,1.4,1.5,1.6,1.6,1.6,1.9,1.9,1.6,327.0,415.0,417.0,420.0,415.0,417.0,414.0,415.0,9.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
29.12.2021,7.0,5.0,7.0,10.0,12.0,16.0,16.0,13.0,467.0,476.0,426.0,415.0,397.0,409.0,406.0,410.0,9.0,7.0,9.0,10.0,12.0,17.0,18.0,16.0,1.8,1.8,1.8,1.9,1.9,1.9,2.0,1.9,396.0,396.0,396.0,396.0,396.0,396.0,397.0,399.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0
30.12.2021,6.0,5.0,13.0,16.0,18.0,19.0,16.0,14.0,492.0,492.0,436.0,417.0,408.0,400.0,392.0,378.0,8.0,6.0,15.0,16.0,18.0,19.0,18.0,16.0,2.0,2.1,2.4,2.6,2.8,2.9,3.0,3.0,398.0,397.0,396.0,396.0,393.0,393.0,393.0,393.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0
31.12.2021,4.0,2.0,5.0,11.0,18.0,21.0,24.0,21.0,475.0,497.0,253.0,303.0,285.0,290.0,285.0,272.0,3.0,2.0,7.0,11.0,15.0,18.0,22.0,24.0,2.6,2.5,2.4,2.3,2.3,2.3,2.3,2.3,398.0,399.0,398.0,398.0,397.0,396.0,395.0,394.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
01.01.2022,11.0,23.0,22.0,18.0,19.0,19.0,20.0,19.0,425.0,447.0,432.0,417.0,408.0,407.0,412.0,402.0,19.0,30.0,24.0,20.0,20.0,23.0,25.0,21.0,2.1,2.1,2.3,2.3,2.2,2.1,2.1,2.2,391.0,389.0,388.0,388.0,387.0,386.0,385.0,384.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0
02.01.2022,9.0,6.0,9.0,11.0,13.0,16.0,13.0,8.0,441.0,469.0,428.0,392.0,368.0,367.0,368.0,367.0,15.0,12.0,11.0,10.0,12.0,14.0,13.0,9.0,2.1,2.1,2.1,2.2,2.2,2.4,2.6,2.7,393.0,396.0,399.0,401.0,401.0,401.0,401.0,402.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0
03.01.2022,3.0,3.0,1.0,9.0,13.0,16.0,19.0,17.0,509.0,497.0,278.0,311.0,321.0,316.0,307.0,311.0,3.0,3.0,2.0,7.0,12.0,16.0,18.0,19.0,2.6,2.7,2.8,2.8,2.8,2.7,2.7,2.6,395.0,395.0,395.0,396.0,397.0,397.0,397.0,400.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
04.01.2022,6.0,7.0,8.0,10.0,12.0,11.0,9.0,7.0,424.0,445.0,411.0,377.0,358.0,356.0,339.0,324.0,6.0,11.0,8.0,8.0,9.0,9.0,8.0,8.0,2.3,2.3,2.3,2.2,2.2,2.1,2.1,2.0,398.0,398.0,399.0,401.0,402.0,402.0,402.0,401.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
05.01.2022,12.0,15.0,18.0,19.0,20.0,19.0,17.0,13.0,445.0,430.0,424.0,416.0,412.0,397.0,395.0,359.0,20.0,22.0,19.0,20.0,23.0,20.0,18.0,14.0,1.9,2.0,2.1,2.2,2.3,2.3,2.2,2.2,403.0,403.0,403.0,404.0,404.0,404.0,405.0,403.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0
06.01.2022,10.0,8.0,15.0,14.0,18.0,20.0,22.0,20.0,268.0,246.0,258.0,262.0,278.0,289.0,289.0,288.0,14.0,16.0,17.0,15.0,16.0,17.0,21.0,21.0,2.5,2.4,2.3,2.3,2.2,2.2,2.2,2.3,402.0,403.0,404.0,403.0,403.0,403.0,402.0,401.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
07.01.2022,11.0,11.0,14.0,14.0,14.0,14.0,16.0,15.0,270.0,271.0,280.0,278.0,283.0,282.0,281.0,272.0,18.0,18.0,19.0,19.0,19.0,20.0,21.0,22.0,2.0,1.9,2.0,2.0,1.9,1.9,1.9,1.9,391.0,389.0,389.0,387.0,386.0,386.0,385.0,384.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0
08.01.2022,16.0,18.0,16.0,17.0,18.0,19.0,20.0,18.0,276.0,275.0,259.0,266.0,271.0,285.0,287.0,271.0,24.0,25.0,25.0,21.0,21.0,21.0,22.0,24.0,1.9,1.9,1.8,1.8,1.8,1.9,2.0,2.2,303.0,298.0,300.0,303.0,302.0,301.0,299.0,295.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0
09.01.2022,13.0,10.0,10.0,12.0,18.0,23.0,21.0,16.0,250.0,255.0,259.0,293.0,299.0,298.0,290.0,274.0,18.0,14.0,13.0,11.0,13.0,21.0,20.0,20.0,2.4,2.3,2.2,2.2,2.3,2.4,2.4,2.4,396.0,397.0,397.0,399.0,304.0,288.0,288.0,287.0,14.0,13.0,13.0,13.0,9.0,7.0,7.0,8.0
10.01.2022,19.0,8.0,6.0,8.0,15.0,11.0,9.0,7.0,435.0,444.0,443.0,385.0,351.0,364.0,346.0,385.0,30.0,15.0,7.0,9.0,15.0,10.0,8.0,9.0,2.2,2.1,2.1,2.0,1.9,1.8,1.8,1.7,287.0,285.0,286.0,285.0,307.0,311.0,315.0,400.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,14.0
11.01.2022,7.0,8.0,13.0,11.0,16.0,18.0,18.0,16.0,456.0,455.0,428.0,414.0,396.0,392.0,399.0,404.0,15.0,15.0,15.0,13.0,17.0,20.0,21.0,20.0,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.9,398.0,398.0,402.0,402.0,401.0,401.0,401.0,403.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0
12.01.2022,4.0,2.0,2.0,8.0,13.0,20.0,23.0,19.0,464.0,482.0,250.0,308.0,311.0,308.0,298.0,287.0,3.0,1.0,3.0,8.0,13.0,19.0,21.0,20.0,2.0,2.0,2.1,2.1,2.1,2.1,2.0,2.0,403.0,403.0,402.0,402.0,401.0,402.0,404.0,405.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0
13.01.2022,7.0,5.0,7.0,14.0,20.0,20.0,18.0,16.0,241.0,264.0,278.0,287.0,302.0,296.0,296.0,281.0,11.0,9.0,10.0,14.0,18.0,20.0,20.0,20.0,1.7,1.6,1.5,1.5,1.5,1.5,1.5,1.5,399.0,398.0,398.0,393.0,392.0,390.0,402.0,402.0,10.0,10.0,9.0,9.0,9.0,9.0,11.0,11.0
14.01.2022,14.0,14.0,16.0,16.0,16.0,18.0,19.0,18.0,271.0,266.0,258.0,260.0,262.0,277.0,282.0,271.0,21.0,22.0,24.0,21.0,20.0,19.0,20.0,24.0,1.5,1.6,1.7,1.8,1.9,1.9,2.1,2.2,404.0,403.0,401.0,400.0,391.0,393.0,395.0,397.0,11.0,11.0,11.0,11.0,13.0,14.0,14.0,13.0
15.01.2022,7.0,7.0,4.0,7.0,7.0,7.0,2.0,9.0,258.0,271.0,258.0,286.0,300.0,308.0,217.0,247.0,7.0,8.0,5.0,7.0,12.0,11.0,9.0,13.0,2.4,2.4,2.3,2.2,2.2,2.3,2.3,2.3,403.0,403.0,404.0,404.0,405.0,405.0,306.0,290.0,13.0,12.0,12.0,12.0,12.0,13.0,9.0,8.0
16.01.2022,5.0,7.0,15.0,17.0,17.0,16.0,16.0,11.0,446.0,447.0,430.0,415.0,399.0,389.0,394.0,389.0,5.0,8.0,15.0,17.0,18.0,17.0,18.0,12.0,1.9,1.9,1.9,1.9,1.8,1.7,1.6,1.5,291.0,294.0,295.0,295.0,296.0,299.0,302.0,313.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0
17.01.2022,6.0,5.0,5.0,9.0,10.0,13.0,13.0,16.0,433.0,447.0,407.0,336.0,326.0,329.0,312.0,297.0,8.0,7.0,6.0,6.0,8.0,12.0,15.0,17.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,403.0,404.0,404.0,405.0,405.0,405.0,405.0,402.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0
18.01.2022,5.0,5.0,3.0,5.0,25.0,23.0,21.0,16.0,206.0,193.0,210.0,288.0,407.0,409.0,407.0,399.0,5.0,5.0,4.0,8.0,29.0,28.0,31.0,24.0,1.5,1.6,1.7,1.8,1.8,2.0,2.2,2.1,396.0,396.0,401.0,401.0,400.0,404.0,404.0,403.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0
19.01.2022,9.0,6.0,5.0,10.0,11.0,12.0,13.0,17.0,433.0,454.0,421.0,349.0,323.0,327.0,297.0,302.0,15.0,10.0,7.0,7.0,8.0,12.0,13.0,17.0,2.9,2.8,2.9,3.1,3.3,3.4,3.5,3.7,418.0,415.0,408.0,407.0,408.0,408.0,407.0,404.0,10.0,10.0,12.0,13.0,13.0,13.0,14.0,15.0
20.01.2022,4.0,3.0,3.0,10.0,14.0,13.0,13.0,17.0,187.0,182.0,196.0,299.0,301.0,370.0,385.0,418.0,4.0,3.0,4.0,5.0,13.0,15.0,13.0,19.0,3.3,3.1,3.0,2.9,2.8,2.8,2.7,2.7,398.0,403.0,403.0,402.0,402.0,405.0,404.0,402.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0
21.01.2022,11.0,8.0,7.0,7.0,10.0,9.0,12.0,12.0,462.0,470.0,423.0,355.0,335.0,332.0,322.0,307.0,14.0,10.0,7.0,6.0,9.0,10.0,15.0,16.0,2.5,2.5,2.5,2.5,2.6,2.8,2.9,3.0,405.0,406.0,407.0,407.0,407.0,387.0,382.0,386.0,13.0,13.0,13.0,13.0,13.0,18.0,19.0,18.0
22.01.2022,4.0,6.0,13.0,17.0,23.0,24.0,23.0,23.0,255.0,255.0,261.0,279.0,287.0,283.0,274.0,272.0,4.0,7.0,17.0,19.0,22.0,26.0,28.0,30.0,3.0,2.9,2.9,2.9,3.0,3.1,3.3,3.3,396.0,397.0,397.0,396.0,399.0,396.0,395.0,394.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0
23.01.2022,10.0,10.0,11.0,13.0,17.0,20.0,21.0,14.0,248.0,249.0,257.0,282.0,301.0,300.0,289.0,284.0,15.0,14.0,14.0,12.0,12.0,21.0,20.0,16.0,2.8,2.7,2.7,2.7,2.8,3.0,3.0,3.0,404.0,404.0,280.0,284.0,283.0,281.0,278.0,278.0,14.0,14.0,8.0,9.0,9.0,9.0,9.0,9.0
24.01.2022,11.0,11.0,18.0,20.0,25.0,26.0,24.0,18.0,451.0,443.0,433.0,425.0,422.0,416.0,411.0,428.0,11.0,12.0,18.0,21.0,28.0,30.0,31.0,23.0,2.5,2.5,2.4,2.5,2.5,2.5,2.4,2.3,280.0,280.0,286.0,287.0,287.0,287.0,288.0,289.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
25.01.2022,8.0,8.0,11.0,11.0,13.0,11.0,11.0,9.0,472.0,467.0,423.0,381.0,366.0,348.0,340.0,329.0,13.0,14.0,13.0,11.0,13.0,10.0,11.0,11.0,1.9,1.8,1.8,1.7,1.7,1.7,1.8,1.9,403.0,403.0,403.0,406.0,407.0,407.0,407.0,402.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
26.01.2022,10.0,11.0,11.0,13.0,14.0,14.0,14.0,12.0,282.0,278.0,274.0,285.0,285.0,295.0,298.0,292.0,14.0,15.0,15.0,16.0,16.0,15.0,16.0,14.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,401.0,402.0,402.0,404.0,404.0,404.0,404.0,404.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0
27.01.2022,2.0,2.0,1.0,4.0,10.0,12.0,12.0,10.0,538.0,517.0,540.0,299.0,327.0,321.0,346.0,368.0,2.0,1.0,2.0,5.0,9.0,9.0,13.0,11.0,1.6,1.5,1.5,1.4,1.4,1.4,1.4,1.4,401.0,400.0,400.0,398.0,397.0,397.0,397.0,397.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
28.01.2022,10.0,9.0,14.0,18.0,21.0,20.0,20.0,15.0,442.0,457.0,426.0,414.0,407.0,406.0,405.0,393.0,16.0,17.0,17.0,20.0,22.0,22.0,22.0,18.0,1.4,1.4,1.5,1.7,1.8,2.0,2.2,2.2,401.0,401.0,399.0,399.0,410.0,412.0,402.0,389.0,10.0,10.0,10.0,10.0,6.0,6.0,7.0,9.0
29.01.2022,1.0,3.0,3.0,9.0,15.0,17.0,17.0,17.0,405.0,241.0,240.0,303.0,316.0,309.0,304.0,295.0,4.0,3.0,3.0,7.0,13.0,15.0,17.0,16.0,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.6,397.0,397.0,394.0,395.0,396.0,397.0,398.0,400.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
30.01.2022,4.0,3.0,4.0,10.0,18.0,20.0,23.0,19.0,527.0,195.0,261.0,309.0,314.0,310.0,299.0,282.0,4.0,3.0,6.0,9.0,16.0,18.0,22.0,23.0,2.3,2.2,2.1,2.1,2.0,2.0,2.0,2.1,393.0,394.0,393.0,393.0,393.0,391.0,391.0,391.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
31.01.2022,4.0,3.0,5.0,10.0,15.0,17.0,20.0,12.0,203.0,230.0,260.0,305.0,314.0,304.0,300.0,297.0,5.0,4.0,7.0,8.0,11.0,15.0,21.0,14.0,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.0,394.0,395.0,396.0,398.0,400.0,402.0,403.0,405.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0
01.02.2022,3.0,3.0,3.0,4.0,7.0,13.0,14.0,15.0,206.0,214.0,240.0,289.0,288.0,312.0,305.0,307.0,3.0,2.0,3.0,5.0,7.0,10.0,16.0,18.0,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.5,406.0,407.0,408.0,409.0,409.0,409.0,409.0,409.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0
02.02.2022,2.0,3.0,2.0,6.0,9.0,5.0,9.0,10.0,469.0,411.0,288.0,321.0,355.0,258.0,432.0,432.0,2.0,2.0,2.0,9.0,12.0,6.0,10.0,13.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6,408.0,408.0,409.0,409.0,408.0,407.0,405.0,404.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
03.02.2022,11.0,8.0,10.0,11.0,13.0,20.0,20.0,19.0,442.0,444.0,419.0,404.0,393.0,406.0,406.0,414.0,17.0,14.0,11.0,11.0,13.0,20.0,22.0,21.0,1.9,1.9,1.9,1.9,2.0,2.2,2.5,2.8,381.0,380.0,377.0,376.0,375.0,375.0,401.0,402.0,13.0,13.0,13.0,13.0,13.0,13.0,10.0,10.0
04.02.2022,10.0,10.0,9.0,9.0,11.0,10.0,9.0,7.0,429.0,426.0,415.0,384.0,376.0,379.0,373.0,358.0,14.0,13.0,9.0,8.0,10.0,10.0,9.0,7.0,3.2,3.4,3.5,3.5,3.5,3.5,3.4,3.3,397.0,395.0,397.0,398.0,399.0,399.0,400.0,400.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0
05.02.2022,7.0,6.0,8.0,16.0,19.0,22.0,21.0,21.0,258.0,245.0,260.0,283.0,288.0,286.0,268.0,267.0,9.0,9.0,14.0,16.0,18.0,20.0,23.0,24.0,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.6,403.0,403.0,403.0,404.0,403.0,402.0,400.0,399.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
06.02.2022,16.0,13.0,11.0,12.0,16.0,12.0,25.0,19.0,250.0,239.0,238.0,268.0,283.0,277.0,284.0,272.0,21.0,19.0,15.0,14.0,15.0,13.0,22.0,24.0,2.5,2.5,2.3,2.2,2.3,2.7,2.9,3.1,393.0,392.0,391.0,388.0,375.0,275.0,275.0,273.0,11.0,11.0,11.0,11.0,10.0,8.0,8.0,8.0
07.02.2022,2.0,6.0,6.0,6.0,12.0,12.0,9.0,6.0,401.0,427.0,419.0,371.0,348.0,354.0,338.0,338.0,2.0,5.0,6.0,5.0,8.0,10.0,8.0,6.0,1.8,1.8,1.7,1.7,1.6,1.5,1.4,1.4,326.0,327.0,324.0,324.0,328.0,333.0,316.0,321.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
08.02.2022,2.0,1.0,3.0,5.0,12.0,9.0,11.0,8.0,229.0,251.0,367.0,298.0,349.0,363.0,376.0,384.0,2.0,1.0,2.0,3.0,10.0,9.0,12.0,8.0,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,321.0,320.0,319.0,378.0,383.0,373.0,377.0,378.0,9.0,9.0,9.0,12.0,12.0,11.0,11.0,11.0
09.02.2022,8.0,7.0,9.0,13.0,17.0,15.0,16.0,13.0,447.0,459.0,435.0,406.0,406.0,395.0,396.0,407.0,14.0,12.0,12.0,14.0,18.0,17.0,19.0,16.0,1.5,1.5,1.5,1.5,1.6,1.7,1.7,1.7,352.0,349.0,347.0,345.0,340.0,333.0,331.0,331.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
10.02.2022,6.0,6.0,6.0,15.0,16.0,17.0,16.0,13.0,503.0,501.0,448.0,393.0,376.0,377.0,378.0,388.0,6.0,6.0,9.0,15.0,16.0,16.0,16.0,14.0,2.2,2.3,2.4,2.5,2.7,2.8,2.9,2.9,392.0,394.0,394.0,393.0,391.0,388.0,382.0,382.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0
11.02.2022,3.0,3.0,3.0,7.0,11.0,11.0,10.0,6.0,476.0,465.0,422.0,342.0,344.0,352.0,351.0,348.0,3.0,2.0,3.0,5.0,9.0,10.0,9.0,6.0,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,382.0,384.0,385.0,386.0,387.0,387.0,388.0,390.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
12.02.2022,4.0,4.0,3.0,7.0,17.0,16.0,23.0,18.0,531.0,187.0,248.0,309.0,306.0,315.0,303.0,299.0,4.0,3.0,4.0,8.0,14.0,17.0,21.0,21.0,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,395.0,395.0,396.0,396.0,395.0,394.0,392.0,389.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
13.02.2022,10.0,11.0,10.0,10.0,11.0,11.0,11.0,9.0,432.0,439.0,434.0,395.0,358.0,371.0,367.0,372.0,13.0,16.0,12.0,10.0,9.0,14.0,12.0,11.0,2.3,2.2,2.2,2.1,2.1,2.0,2.0,2.0,389.0,389.0,389.0,388.0,386.0,385.0,390.0,390.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0
14.02.2022,15.0,14.0,16.0,16.0,15.0,17.0,19.0,19.0,307.0,295.0,280.0,271.0,261.0,260.0,270.0,267.0,16.0,17.0,18.0,18.0,17.0,18.0,18.0,21.0,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.1,393.0,395.0,395.0,394.0,392.0,390.0,388.0,386.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0
15.02.2022,13.0,10.0,8.0,8.0,13.0,20.0,23.0,13.0,243.0,238.0,235.0,281.0,312.0,301.0,285.0,265.0,15.0,13.0,9.0,7.0,9.0,16.0,25.0,17.0,2.1,2.0,2.0,1.9,2.0,2.3,2.5,2.5,368.0,290.0,290.0,296.0,292.0,283.0,283.0,282.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0
16.02.2022,9.0,6.0,18.0,23.0,22.0,23.0,21.0,19.0,424.0,469.0,438.0,432.0,419.0,419.0,407.0,408.0,11.0,9.0,26.0,28.0,26.0,26.0,24.0,24.0,1.4,1.4,1.5,1.8,1.9,2.0,2.0,2.1,335.0,340.0,341.0,417.0,427.0,420.0,405.0,390.0,9.0,9.0,9.0,6.0,6.0,6.0,7.0,8.0
